id,kind,word,translation,category,curriculumLevel,example,exampleZh,phonetic
zh-防,literacy,防,fáng,life,L2,边防 堤防,用组词来记：「边防」「堤防」。看见这些词，就能找到「防」。,fáng
zh-族,literacy,族,zú,color,L2,白族 部族,用组词来记：「白族」「部族」。看见这些词，就能找到「族」。,zú
zh-供,literacy,供,gōng,nature,L2,产供销 供电,用组词来记：「产供销」「供电」。看见这些词，就能找到「供」。,gōng
zh-效,literacy,效,xiào,life,L2,报效 成效,用组词来记：「报效」「成效」。看见这些词，就能找到「效」。,xiào
zh-续,literacy,续,xù,life,L2,持续 持续性,用组词来记：「持续」「持续性」。看见这些词，就能找到「续」。,xù
zh-施,literacy,施,shī,life,L2,措施 设施,用组词来记：「措施」「设施」。看见这些词，就能找到「施」。,shī
zh-留,literacy,留,liú,life,L2,保留 残留,用组词来记：「保留」「残留」。看见这些词，就能找到「留」。,liú
zh-讲,literacy,讲,jiǎng,life,L2,播讲 不讲,用组词来记：「播讲」「不讲」。看见这些词，就能找到「讲」。,jiǎng
zh-型,literacy,型,xíng,life,L2,超小型 成型,用组词来记：「超小型」「成型」。看见这些词，就能找到「型」。,xíng
zh-料,literacy,料,liào,life,L2,备料 不料,用组词来记：「备料」「不料」。看见这些词，就能找到「料」。,liào
zh-终,literacy,终,zhōng,life,L2,告终 临终,用组词来记：「告终」「临终」。看见这些词，就能找到「终」。,zhōng
zh-答,literacy,答,dá,school,L2,报答 笔答,用组词来记：「报答」「笔答」。看见这些词，就能找到「答」。,dá
zh-紧,literacy,紧,jǐn,food,L2,不要紧 吃紧,用组词来记：「不要紧」「吃紧」。看见这些词，就能找到「紧」。,jǐn
zh-黄,literacy,黄,huáng,color,L2,黄花 黄色,用组词来记：「黄花」「黄色」。看见这些词，就能找到「黄」。,huáng
zh-绝,literacy,绝,jué,life,L2,不绝 断绝,用组词来记：「不绝」「断绝」。看见这些词，就能找到「绝」。,jué
zh-奇,literacy,奇,qí,life,L2,传奇 出奇,用组词来记：「传奇」「出奇」。看见这些词，就能找到「奇」。,qí
zh-察,literacy,察,chá,action,L2,察觉 察看,用组词来记：「察觉」「察看」。看见这些词，就能找到「察」。,chá
zh-母,literacy,母,mǔ,family,L2,母亲 父母,用组词来记：「母亲」「父母」。看见这些词，就能找到「母」。,mǔ
zh-京,literacy,京,jīng,life,L2,北京 北京人,用组词来记：「北京」「北京人」。看见这些词，就能找到「京」。,jīng
zh-段,literacy,段,duàn,nature,L2,波段 地段,用组词来记：「波段」「地段」。看见这些词，就能找到「段」。,duàn
zh-依,literacy,依,yī,color,L2,白日依山 不依,用组词来记：「白日依山」「不依」。看见这些词，就能找到「依」。,yī
zh-批,literacy,批,pī,life,L2,报批 成批,用组词来记：「报批」「成批」。看见这些词，就能找到「批」。,pī
zh-群,literacy,群,qún,life,L2,超群 成群,用组词来记：「超群」「成群」。看见这些词，就能找到「群」。,qún
zh-项,literacy,项,xiàng,nature,L2,曲项向天 此项,用组词来记：「曲项向天」「此项」。看见这些词，就能找到「项」。,xiàng
zh-故,literacy,故,gù,body,L2,低头思故 典故,用组词来记：「低头思故」「典故」。看见这些词，就能找到「故」。,gù
zh-按,literacy,按,àn,life,L2,按比例 按此,用组词来记：「按比例」「按此」。看见这些词，就能找到「按」。,àn
zh-河,literacy,河,hé,nature,L2,小河 河水,用组词来记：「小河」「河水」。看见这些词，就能找到「河」。,hé
zh-米,literacy,米,mǐ,food,L2,米饭 大米,用组词来记：「米饭」「大米」。看见这些词，就能找到「米」。,mǐ
zh-围,literacy,围,wéi,life,L2,包围 范围,用组词来记：「包围」「范围」。看见这些词，就能找到「围」。,wéi
zh-江,literacy,江,jiāng,nature,L2,江水 大江,用组词来记：「江水」「大江」。看见这些词，就能找到「江」。,jiāng
zh-织,literacy,织,zhī,life,L2,编织 党组织,用组词来记：「编织」「党组织」。看见这些词，就能找到「织」。,zhī
zh-害,literacy,害,hài,animal,L2,被害 病虫害,用组词来记：「被害」「病虫害」。看见这些词，就能找到「害」。,hài
zh-斗,literacy,斗,dòu,life,L2,搏斗 斗胆,用组词来记：「搏斗」「斗胆」。看见这些词，就能找到「斗」。,dòu
zh-双,literacy,双,shuāng,life,L2,男双 双胞胎,用组词来记：「男双」「双胞胎」。看见这些词，就能找到「双」。,shuāng
zh-境,literacy,境,jìng,life,L2,边境 处境,用组词来记：「边境」「处境」。看见这些词，就能找到「境」。,jìng
zh-客,literacy,客,kè,life,L2,为异客 到客船,用组词来记：「为异客」「到客船」。看见这些词，就能找到「客」。,kè
zh-纪,literacy,纪,jì,life,L2,本世纪 创纪录,用组词来记：「本世纪」「创纪录」。看见这些词，就能找到「纪」。,jì
zh-采,literacy,采,cǎi,color,L2,偷采白莲 江南可采,用组词来记：「偷采白莲」「江南可采」。看见这些词，就能找到「采」。,cǎi
zh-举,literacy,举,jǔ,body,L2,举头望明 并举,用组词来记：「举头望明」「并举」。看见这些词，就能找到「举」。,jǔ
zh-杀,literacy,杀,shā,life,L2,暗杀 被杀,用组词来记：「暗杀」「被杀」。看见这些词，就能找到「杀」。,shā
zh-攻,literacy,攻,gōng,action,L2,反攻 攻读,用组词来记：「反攻」「攻读」。看见这些词，就能找到「攻」。,gōng
zh-父,literacy,父,fù,family,L2,父亲 父母,用组词来记：「父亲」「父母」。看见这些词，就能找到「父」。,fù
zh-苏,literacy,苏,sū,life,L2,入屠苏 姑苏城外,用组词来记：「入屠苏」「姑苏城外」。看见这些词，就能找到「苏」。,sū
zh-密,literacy,密,mì,life,L2,临行密密 保密,用组词来记：「临行密密」「保密」。看见这些词，就能找到「密」。,mì
zh-低,literacy,低,dī,body,L2,低头思故 风吹草低,用组词来记：「低头思故」「风吹草低」。看见这些词，就能找到「低」。,dī
zh-朝,literacy,朝,cháo,color,L2,朝辞白帝 朝鲜,用组词来记：「朝辞白帝」「朝鲜」。看见这些词，就能找到「朝」。,cháo
zh-友,literacy,友,yǒu,family,L2,朋友 好友,用组词来记：「朋友」「好友」。看见这些词，就能找到「友」。,yǒu
zh-诉,literacy,诉,sù,life,L2,撤诉 告诉,用组词来记：「撤诉」「告诉」。看见这些词，就能找到「诉」。,sù
zh-止,literacy,止,zhǐ,life,L2,不止 防止,用组词来记：「不止」「防止」。看见这些词，就能找到「止」。,zhǐ
zh-细,literacy,细,xì,life,L2,惜细流 底细,用组词来记：「惜细流」「底细」。看见这些词，就能找到「细」。,xì
zh-愿,literacy,愿,yuàn,life,L2,不愿 甘愿,用组词来记：「不愿」「甘愿」。看见这些词，就能找到「愿」。,yuàn
zh-千,literacy,千,qiān,number,L2,一千 千万,用组词来记：「一千」「千万」。看见这些词，就能找到「千」。,qiān
zh-值,literacy,值,zhí,life,L2,保值 贬值,用组词来记：「保值」「贬值」。看见这些词，就能找到「值」。,zhí
zh-仍,literacy,仍,réng,life,L2,仍不 仍旧,用组词来记：「仍不」「仍旧」。看见这些词，就能找到「仍」。,réng
zh-男,literacy,男,nán,life,L2,男单 男儿,用组词来记：「男单」「男儿」。看见这些词，就能找到「男」。,nán
zh-钱,literacy,钱,qián,life,L2,本钱 付钱,用组词来记：「本钱」「付钱」。看见这些词，就能找到「钱」。,qián
zh-破,literacy,破,pò,life,L2,冲破 打破,用组词来记：「冲破」「打破」。看见这些词，就能找到「破」。,pò
zh-网,literacy,网,wǎng,nature,L2,保护网 电话网,用组词来记：「保护网」「电话网」。看见这些词，就能找到「网」。,wǎng
zh-热,literacy,热,rè,nature,L3,热水 热天,用组词来记：「热水」「热天」。看见这些词，就能找到「热」。,rè
zh-助,literacy,助,zhù,life,L3,帮助 补助,用组词来记：「帮助」「补助」。看见这些词，就能找到「助」。,zhù
zh-倒,literacy,倒,dào,life,L3,打倒 倒闭,用组词来记：「打倒」「倒闭」。看见这些词，就能找到「倒」。,dào
zh-育,literacy,育,yù,life,L3,保育 保育员,用组词来记：「保育」「保育员」。看见这些词，就能找到「育」。,yù
zh-属,literacy,属,shǔ,life,L3,部属 不属于,用组词来记：「部属」「不属于」。看见这些词，就能找到「属」。,shǔ
zh-坐,literacy,坐,zuò,action,L3,坐下 坐车,用组词来记：「坐下」「坐车」。看见这些词，就能找到「坐」。,zuò
zh-帝,literacy,帝,dì,color,L3,朝辞白帝 皇帝,用组词来记：「朝辞白帝」「皇帝」。看见这些词，就能找到「帝」。,dì
zh-限,literacy,限,xiàn,life,L3,界限 仅限,用组词来记：「界限」「仅限」。看见这些词，就能找到「限」。,xiàn
zh-船,literacy,船,chuán,life,L3,小船 轮船,用组词来记：「小船」「轮船」。看见这些词，就能找到「船」。,chuán
zh-脸,literacy,脸,liǎn,body,L3,洗脸 笑脸,用组词来记：「洗脸」「笑脸」。看见这些词，就能找到「脸」。,liǎn
zh-职,literacy,职,zhí,life,L3,本职 贬职,用组词来记：「本职」「贬职」。看见这些词，就能找到「职」。,zhí
zh-速,literacy,速,sù,life,L3,超速 车速,用组词来记：「超速」「车速」。看见这些词，就能找到「速」。,sù
zh-刻,literacy,刻,kè,life,L3,此刻 雕刻,用组词来记：「此刻」「雕刻」。看见这些词，就能找到「刻」。,kè
zh-乐,literacy,乐,lè,action,L3,快乐 乐乐,用组词来记：「快乐」「乐乐」。看见这些词，就能找到「乐」。,lè
zh-否,literacy,否,fǒu,life,L3,否定 否决,用组词来记：「否定」「否决」。看见这些词，就能找到「否」。,fǒu
zh-刚,literacy,刚,gāng,life,L3,刚刚 刚好,用组词来记：「刚刚」「刚好」。看见这些词，就能找到「刚」。,gāng
zh-威,literacy,威,wēi,life,L3,军威 权威,用组词来记：「军威」「权威」。看见这些词，就能找到「威」。,wēi
zh-毛,literacy,毛,máo,school,L3,毛笔 毛衣,用组词来记：「毛笔」「毛衣」。看见这些词，就能找到「毛」。,máo
zh-状,literacy,状,zhuàng,life,L3,病状 带状,用组词来记：「病状」「带状」。看见这些词，就能找到「状」。,zhuàng
zh-率,literacy,率,lǜ,life,L3,百分率 表率,用组词来记：「百分率」「表率」。看见这些词，就能找到「率」。,lǜ
zh-甚,literacy,甚,shén,life,L3,甚高 甚广,用组词来记：「甚高」「甚广」。看见这些词，就能找到「甚」。,shén
zh-独,literacy,独,dú,life,L3,凌寒独自 独在异乡,用组词来记：「凌寒独自」「独在异乡」。看见这些词，就能找到「独」。,dú
zh-球,literacy,球,qiú,life,L3,皮球 打球,用组词来记：「皮球」「打球」。看见这些词，就能找到「球」。,qiú
zh-般,literacy,般,bān,family,L3,百般 兄弟般,用组词来记：「百般」「兄弟般」。看见这些词，就能找到「般」。,bān
zh-普,literacy,普,pǔ,life,L3,吉普车 科普,用组词来记：「吉普车」「科普」。看见这些词，就能找到「普」。,pǔ
zh-怕,literacy,怕,pà,animal,L3,怕得鱼惊 不怕,用组词来记：「怕得鱼惊」「不怕」。看见这些词，就能找到「怕」。,pà
zh-弹,literacy,弹,dàn,body,L3,弹头 弹药,用组词来记：「弹头」「弹药」。看见这些词，就能找到「弹」。,dàn
zh-校,literacy,校,xiào,school,L3,学校 校园,用组词来记：「学校」「校园」。看见这些词，就能找到「校」。,xiào
zh-苦,literacy,苦,kǔ,food,L3,吃苦 愁苦,用组词来记：「吃苦」「愁苦」。看见这些词，就能找到「苦」。,kǔ
zh-创,literacy,创,chuàng,life,L3,创办 创办人,用组词来记：「创办」「创办人」。看见这些词，就能找到「创」。,chuàng
zh-假,literacy,假,jiǎ,life,L3,搀假 产假,用组词来记：「搀假」「产假」。看见这些词，就能找到「假」。,jiǎ
zh-久,literacy,久,jiǔ,life,L3,不久 不久前,用组词来记：「不久」「不久前」。看见这些词，就能找到「久」。,jiǔ
zh-错,literacy,错,cuò,life,L3,不错 差错,用组词来记：「不错」「差错」。看见这些词，就能找到「错」。,cuò
zh-承,literacy,承,chéng,life,L3,秉承 承办,用组词来记：「秉承」「承办」。看见这些词，就能找到「承」。,chéng
